wavs/segment_0000.wav|Chiều hôm ấy, anh Vân ghé vào tay tôi, tôi đã đỡ được nội trán đời vì đã tìm ra được cách mở két của ông cụ.
wavs/segment_0001.wav|tôi mới có được một mẻng rất đáng yêu, cả tinh thần lận xác thịt, nhưng phải cái hơi đáng giận là có cái đức lớn trong sự tiêu tiền.
wavs/segment_0002.wav|Tôi rất lấy làm phan nan về điều đó, nhưng biết làm thế nào?
wavs/segment_0003.wav|phụ nữ bây giờ hầu hết thế cả tinh thế này ép tôi phải tính
wavs/segment_0004.wav|Đáng lẽ tôi cũng không dùng được cái này, vì nó bất lịch sự quá nhưng anh tính.
wavs/segment_0005.wav|Ông cụ đưa tiền cho mình tiêu thì tỏ ý xót xa mà đến khi ngồi vào đám bạc hết trăm này đến chục khác chẳng lấy làm tiếc Anh bảo thế thì còn gì ức cho mình hơn
wavs/segment_0006.wav|Nói tới đó, anh ngắt câu chuyện, đưa ra cho tôi một lá thư còn ngỏ, ngoài bì đề, còn trong thư.
wavs/segment_0007.wav|xem xong, bốn mắt gặp nhau, tôi cố nhịn cười anh gọi bịp về bắt ông cụ đấy à
wavs/segment_0008.wav|Gớm, có hiếu nhỉ? Anh Vân chỉ mỉm cười một cách khoái trí, rồi lấy hồ rán kín phòng thư.
wavs/segment_0009.wav|Hai hôm sau, trên con đường chạy ra ga Bắc Ninh với hai dãy cây um tùm đứng giản hai bên, một chiếc ô tô hàng đứng chờ, mấy cái xe cao su lượn ngênh ngang, lủng khách. Anh Vân dảo bước đi bên tôi, cầm một lá thư lẩm nhẩm.
wavs/segment_0010.wav|Đúng 6 giờ chiều, ở ga xuống, người nào mặc ta, cầm máy ảnh, mặc cả xe đến phố Tiện An là đích đấy. Đúng 6 giờ.
wavs/segment_0011.wav|Một hồi còi, 10 tòa tàu lù lù đến sân ga, nhả ra độ 10 hành khách.
wavs/segment_0012.wav|Có người gọi vợ, gọi con, mắc cả xe ông xòm Có người bị phu xe túm bâu lấy mà chỉ biết kêu dối dít
wavs/segment_0013.wav|Không, không, bỗng có một giọng giọng giạc, to hơn hết, nổi lên trong đám khách ồn ào. Chúng mày, thằng nào biết, mau kéo tao đến phố Tiền An nhà cụ. Đây rồi!
wavs/segment_0014.wav|Phải, đích người này rồi. Áo gấm trong, áo xa tay ngoài, giày ban ba, tay có cầm máy ảnh.
wavs/segment_0015.wav|răng vàng hẻ lộ mỗi khi cười lệch miệng kính đôi môi nằm trên sống mũi dọc dừa nghiêm trang
wavs/segment_0016.wav|mặt láo lỉnh ra phết ăn người, ba chúng tôi bắt tay nhau, anh Vân pha trò mà giới thiệu.
wavs/segment_0017.wav|Đây là chú nó, còn ngày này, ân nhân của tôi. Ông ân nhân của tôi ấy là ông điên giết bồ nó để cứu con.
wavs/segment_0018.wav|mấy phút sau, được Anh Vân rước về nhà kêu rầm lên.
wavs/segment_0019.wav|Thưa thầy, thưa đẻ, có bác tham bốn ngọc vốn là bạn cũ sang chơi với con thì được cả nhà đón chào mừng rỡ.
wavs/segment_0020.wav|nhất là lại được ông cụ già Đạo Mạo tiếp đại ơn cần, tự đem thân ra đóng cái vai con chim mỏng đậu vừa đúng tầm súng cho kẻ đi săn. Cuộc gặp gỡ của chủ, với khách, bắt đầu gắn bó bằng một bữa cơm bề bộ những thịnh soạn.
wavs/segment_0021.wav|Trong bữa tiệc kéo luôn hai tiếng đồng hồ, người ta nói đến những chuyện rời nắng, rời mưa, nạn khủng hoảng năm, cuộc chiến tranh Trung-Nhật, việc nhà nước thi hành chính sách tiết kiệm rút lương.
wavs/segment_0022.wav|Thải bớt người làm, ông Tham Ngọc của anh Vân ăn nói ôn tồn đong cái vai kịch của mình một cách thạo lắm. Ông hết bản luận về đạo nghị định ngày 6 Oktober 1931-6 lại làm gia mặt học rộng, đả động đến cả bộ mặt trái của Hội Quốc Liên Bảy. Có khi ông tự giới thiệu, chỉ ham đọc sách và gặp dịp nhan thì chỉ ru ngoạn những phong cảnh đẹp, chớ ít khi để ý đến sự chơi bơi. Thế con người giỏi mà nét na như vậy, cụ phán khâm vụ ông giả mặt. Ngợi khen mãi ông là người hữu ích, chẳng lêu lỏng như em Vân.
wavs/segment_0023.wav|Rồi cụ cười khà khà, dù bác không chơi bơi gì, thì tổ tôm, tài bản cũng phải biết chứ. Nụ cười vẫn giữ trên môi. Ông Tham Ngọc thong thả đáp lại, bẩm vâng.
wavs/segment_0024.wav|Ngoài sự đọc sách với chơi ảnh ra, con cũng chẳng còn cách gì giải trí nữa. Đi hát ả đào hay rượu tre, hút sách thì tai họa, mà dai gái thì bẩm. Chúng con đã quá tuổi rồi. Và lại tổ tôm, tài bàn là cái chơi thanh nhã, khác nào như cuộc đấu trí.
wavs/segment_0025.wav|Còn cho đó là một cách giải trí lịch sư mà người thượng lưu cần phải biết. Thiết tưởng một phạm nhân can tội giết người mà được trạng sư tám cãi cho trạng án.
wavs/segment_0026.wav|Cũng vì tất đã có lòng kính phục, ngưỡng mộ, nhớ ơn ông thầy cãi của mình như cụ phán của tôi kính phục, ngưỡng mộ, nhớ ơn ông, trạng sư của tài bàn, tổ tôm lúc ấy, đánh chúng vào chỗ yếu của ông cụ rồi, tay bịp già đã thèm nhận những lời ân cần mời mọc, vào cuộc tài bàn ngay cho đâu. Bẩm con định sang hầu cụ về thăm anh vân con, rồi nhân tiện đi chụp ít ảnh vì cảnh những đồi lim đẹp đã có tiếng, chứ không nghĩ đến sự sang đây lại được cụ ép đánh tài bàn.
wavs/segment_0027.wav|Cũ phán cô phân trần cho ra lễ. Nhưng còn cả ngày mai thì bác ngại gì? Tôi chỉ sợ bác chả đem nổi vài vạn tấm ánh sáng mà chụp cho xuể thôi.
wavs/segment_0028.wav|Thế là thành cuộc, 4 vai trò, ông tham ngọc người đi sanh.
wavs/segment_0029.wav|Anh Vân người hướng đạo, ông thân sinh ra Anh
wavs/segment_0030.wav|Chìm mỏng, với tôi, một người to mò, đi xem. Tôi rất lấy lầm lạ, vì cứ thấy vai con chim mỏng thắng trận, u chán đi mà nhà đi săn kia đã phí gần 20 viên đạn. Chính anh Vân cũng hơi tái mặt, chỉ sợ người mình lôi về chưa hẳn là thiện xạ, có bao nhiêu lại đến chui hết cả vào cách của ông Cụ Thì.
